ProductID,ProductName,ProductDescription,ProductGroupID,Price,StockQuantity,SupplierID,Weight,Dimensions,Color,WarrantyPeriod,LaunchDate
88499762-f9bc-4ad4-8dcb-7f7be6978271,Company,Let summer either hard figure hope.,89640938-59ba-458a-b0fa-0c0a0054f86a,113.58,479,2e176c5e-4fb0-4a72-829c-e7048fe8916d,3.84,70x20x14 cm,Plum,5 years,2024-06-10
2e6fd102-4f8e-402f-9913-5899273e5584,Attention,Light fight adult family story yet.,186db6f5-0f28-44da-b9ed-3f683fc30f9d,156.92,425,c1589c61-22c9-4e47-8701-c26878bba617,6.42,55x67x64 cm,SkyBlue,3 years,2023-04-14
5fa6437b-8c17-4cad-8a30-f0bc4362cb6b,Right,Risk painting camera film leave military.,186db6f5-0f28-44da-b9ed-3f683fc30f9d,998.2,660,66da29bf-f29c-41a5-aac9-e8752b9e8358,6.73,26x70x79 cm,GreenYellow,2 years,2022-08-12
98ca1aae-16f7-40bb-9ca6-24885df4bdd6,Bed,Cause bring growth mention local official worry.,9fe23eab-a333-4b43-a913-577d077cc216,346.82,995,3386695f-8447-4893-a5ce-f5c87f7a877d,7.5,41x42x5 cm,GhostWhite,5 years,2023-07-26
d7a7e3b3-6369-4526-a93e-36d11b78e60b,Property,Environmental time option a police.,89640938-59ba-458a-b0fa-0c0a0054f86a,875.74,627,db6884d2-7490-4c14-b6fa-60bfcf72c034,7.86,49x75x38 cm,MediumPurple,4 years,2020-11-03
553812b4-9360-410a-b789-2f7ebb7d8b81,Question,Bed him vote require explain.,50675f88-c045-4ca6-882b-29c017ea798e,801.95,538,c3d1bc03-ef85-4b25-94bc-3bed72c46166,8.7,6x9x29 cm,DarkSalmon,2 years,2020-11-03
1c617ce2-0d71-44fd-ab01-da707cdac402,Half,Decide street pretty second mind start class.,77a095b0-ef54-4826-b3bb-b9e9ae20ef26,307.44,787,23f89920-b84a-49a9-b8be-ab1942d7cb61,8.46,43x21x20 cm,Azure,4 years,2022-05-03
a36fb657-9348-4eab-8291-1150198e6682,Enter,Able far sing hand.,4db3f4af-b967-4d74-bdad-43240bd3ebcd,509.95,932,fe4795bf-8272-4f00-9772-4f55497b2247,5.35,5x74x12 cm,PeachPuff,5 years,2020-04-11
31480000-88c7-4d16-9729-42b8d639ec13,President,Culture ability beat.,76c65980-f08a-4568-b6ab-972025bcf196,990.63,774,da1c5f0a-bbb8-4309-9208-57bd807e95cd,4.32,97x27x38 cm,Teal,5 years,2023-05-13
79c79975-41d3-440c-b415-e64443cb4de8,Western,Recent blue politics firm phone conference.,76c65980-f08a-4568-b6ab-972025bcf196,423.66,503,c9aed96d-5a0c-435f-913b-c2fc1d6bba34,8.47,50x78x76 cm,LavenderBlush,2 years,2024-02-18
e24f89bb-8fd2-489d-ab7b-f1e23562dd13,Network,Owner it message meeting free even high body.,9fe23eab-a333-4b43-a913-577d077cc216,660.41,10,e5561725-0895-4d77-932c-22e721c2ff08,7.43,39x65x73 cm,AliceBlue,3 years,2023-06-24
73b84444-49d9-47dc-9d36-43fbe62ecccd,Tv,General family science though.,2eb83a97-eea8-4111-8928-417d71c55d2d,74.96,890,7045eaca-25cf-48a5-aa72-9667f9cc3346,2.69,39x99x53 cm,BurlyWood,4 years,2023-02-28
dd94b331-4e8d-4214-960b-36e230938ae7,Court,East mind weight sell.,caaf97e8-3085-46e3-87ec-d7daf1d7fe0f,71.64,666,2f3eaa9a-90ad-43ee-9388-4ce49b005ec8,9.36,31x37x94 cm,LavenderBlush,3 years,2021-11-26
9c65f8d0-277e-4af2-a098-7f370df20d3b,Free,Test senior area third.,77a095b0-ef54-4826-b3bb-b9e9ae20ef26,942.44,502,eba61e6c-4c5c-45a1-bf57-07dd28b5d2c0,4.24,63x78x92 cm,MediumBlue,1 years,2024-04-01
6f80aaaf-67e9-4b98-a509-80fcf406dbf7,In,Ready marriage grow another car behavior game including.,89640938-59ba-458a-b0fa-0c0a0054f86a,812.19,371,98bdfcb4-1536-4d12-960e-a8825003a478,4.17,79x60x50 cm,BlanchedAlmond,4 years,2023-10-11
57dc9716-0b49-4da8-91cd-72286ece0630,Will,Particularly ground source dream ok war.,77a095b0-ef54-4826-b3bb-b9e9ae20ef26,110.47,806,87be8c92-14e0-41b8-afa5-bd827cfe8ebf,1.6,5x77x80 cm,Aquamarine,2 years,2021-11-14
45ef6237-6452-4181-9e45-363a7617caaf,Spring,Away thing bed concern worker drive sit.,2eb83a97-eea8-4111-8928-417d71c55d2d,114.24,572,2f7d2bff-56e4-43d6-bd07-252a99050705,6.53,25x50x100 cm,LimeGreen,4 years,2020-11-30
a4859c16-75be-4505-ad60-8845aba0e14b,Above,Soldier around through realize season small long.,40386061-0a22-499c-978b-e40fca539092,882.46,634,fa2b0cc6-acbd-4c0e-83d9-db14e4e7ce01,7.04,79x81x44 cm,GoldenRod,1 years,2023-09-10
4c2d45cd-4a52-421a-a2fa-0d126910eeb3,Choice,Daughter nice resource.,76c65980-f08a-4568-b6ab-972025bcf196,303.42,879,dfad8628-f0ed-4751-95f0-19076db73df8,1.36,50x38x96 cm,HoneyDew,1 years,2020-07-27
efd62963-3ccd-40eb-839d-468cab7f205c,Class,Sister current sister what religious southern size.,f76201b2-494c-4d4d-a5d2-3a121dfaa9c0,861.83,203,0750da1d-54b0-437e-aeab-cb7115d1f9bf,0.48,51x57x48 cm,Silver,2 years,2020-01-29
07c514d2-0664-4209-8b9e-9eb09cc2597a,Seek,Mission even against talk relate theory magazine.,deb9a8f1-fd9a-4034-aa9f-6e384bfdd556,362.99,657,f8ae2c07-1dcb-45c9-9b8f-58ebb9b84da6,0.85,6x6x63 cm,Gray,3 years,2020-08-18
02162868-e525-450a-bb69-bf8b427e2f44,Daughter,Air six think suggest state huge his.,9fe23eab-a333-4b43-a913-577d077cc216,945.34,692,6ff865d3-4f69-438f-8a0a-df66f2fb5570,5.74,28x30x12 cm,YellowGreen,5 years,2023-08-07
a0401807-b92b-411e-ab1e-99abd9fce571,Forget,West include environment president.,f76201b2-494c-4d4d-a5d2-3a121dfaa9c0,425.91,322,5c30bdfc-f11a-4fa9-8015-c2f5ecd56ca1,9.46,19x55x73 cm,DarkOrchid,4 years,2023-07-15
967a5e38-770f-43ec-8103-477faa120d58,This,Glass PM since loss.,50675f88-c045-4ca6-882b-29c017ea798e,936.4,435,b9493e6c-9e48-444c-883a-2b3fa2852546,0.72,54x100x20 cm,Orange,1 years,2023-10-04
88d6b210-ec07-4975-a75a-2dae672e6110,Protect,Green understand media each toward discover easy.,deb9a8f1-fd9a-4034-aa9f-6e384bfdd556,436.78,437,3d310568-12cd-4a4f-a495-ef82de3aa119,0.4,42x93x33 cm,LightCoral,1 years,2023-08-31
c07d34fc-0d2c-4844-b10e-990eb3949c42,Leave,Example agency career marriage no.,4db3f4af-b967-4d74-bdad-43240bd3ebcd,79.63,377,64711df6-4fcd-4548-a7f1-502619ac193b,6.95,45x45x23 cm,Snow,1 years,2024-04-02
7c1d241c-44c9-4722-8d8f-56da5ed1d0d8,Around,Probably line and recently pay reach direction baby.,3b980e87-bb4a-4d27-95c1-e8f07e5752cc,820.82,82,7aece086-a0df-4dc7-9b18-f26fe38d98a4,6.01,19x27x1 cm,LawnGreen,2 years,2021-04-15
d00dc9ac-1414-4462-9a74-85cc0bc70c01,Language,Process right fight stay player degree window.,40386061-0a22-499c-978b-e40fca539092,750.5,310,d33b30c9-1816-4330-9ce3-c67845e7dcf6,3.75,4x78x30 cm,Salmon,2 years,2022-06-30
376cdf19-ac7e-40b2-a41a-6616371d56a2,Fast,Reach difficult represent deal.,7647c201-34e4-4279-b121-de6c851d13fb,459.51,498,69192d56-4cf3-4e0f-a19c-4ddbdf1e72d3,3.51,34x17x4 cm,BlueViolet,2 years,2024-04-26
7ac1ea95-6707-4e1e-a2fc-074665a4acbc,State,Test operation development trip.,4db3f4af-b967-4d74-bdad-43240bd3ebcd,341.66,993,0df13045-c61e-4911-90d0-50c8c7c9f85f,3.0,71x82x42 cm,Indigo,2 years,2020-02-26
47027c2f-00df-4ff1-9964-2e916c3991c3,Need,Report manage much describe ground information new into.,e916dafb-0783-4fb4-957e-a6a7e13edb23,993.02,115,d09f9911-7828-4a6b-aa15-3048c0225137,5.38,40x21x49 cm,LightGoldenRodYellow,2 years,2022-05-18
d3f194ba-6c2b-4b79-8f7e-9af6bcdd417d,Now,Suggest fund fact safe about.,89640938-59ba-458a-b0fa-0c0a0054f86a,806.35,333,b93da364-6666-4308-9d28-440a5cddad84,5.13,31x97x24 cm,DarkRed,3 years,2023-03-12
29f42faf-0958-46f7-ade4-0c628970691c,Thousand,Those marriage look hand somebody citizen.,4db3f4af-b967-4d74-bdad-43240bd3ebcd,425.59,57,44a66ebc-24e0-4b6d-9217-df201605eb55,8.62,77x3x51 cm,Orchid,1 years,2022-01-31
34fcbad3-b8b2-496e-8adf-6289cb8c3bc7,Though,Yes cause trade town.,50675f88-c045-4ca6-882b-29c017ea798e,140.7,316,5e0ccfa9-99d4-41d8-aa50-88e67bb8152f,5.55,95x19x76 cm,LimeGreen,4 years,2022-05-05
7d58e34a-f90f-4db6-b78b-09c3674d4b23,Make,Reveal difficult article certain director good toward street.,f339f62b-efdf-4e3e-ac65-80ae6674cc61,640.6,96,60aa4846-f450-4577-8320-24821f9ad7c5,2.56,81x48x82 cm,Green,5 years,2024-02-10
0c5ad6dd-fadf-4cf8-8810-95fb9e63e7d4,But,Education which important visit article audience story.,77a095b0-ef54-4826-b3bb-b9e9ae20ef26,382.67,18,f4372326-d321-4874-afa9-c71122dee68d,4.23,94x42x57 cm,HoneyDew,2 years,2022-10-13
cd76d561-7f0f-4da5-861f-269a7b14f953,Age,Kind win safe question.,4db3f4af-b967-4d74-bdad-43240bd3ebcd,300.38,492,b8ee7a3a-0a9c-4176-a4e8-5db4cde00569,1.0,24x14x36 cm,Tan,1 years,2020-04-21
56c6bd62-e91a-4886-802e-baa5d75f2562,Case,Song make available tree.,5fd7d292-c992-450c-b6fc-c17eeedcd32f,609.49,167,4b8f4706-3a47-4c90-8ded-dc0b5520aca4,7.98,58x52x24 cm,CornflowerBlue,4 years,2024-07-28
7ea6ed3d-4e21-4613-9e5c-e135722291ec,Air,Throughout would professional.,f52b037c-6409-4bd2-969e-a0cb44b2886b,182.99,992,db0fe97f-f2bd-4888-9907-b3891de39809,4.59,67x19x46 cm,MistyRose,4 years,2020-05-20
3f0baf5a-d4dc-4ea1-ab82-fc5ac81c0341,Direction,Nature often smile serious final develop turn.,50675f88-c045-4ca6-882b-29c017ea798e,488.46,218,2564a484-3184-4778-9c3a-6165ebfec1ac,3.02,90x58x80 cm,SlateBlue,4 years,2021-07-08
4180a719-f614-4708-bf3b-c905fdfbaaab,Soon,Unit gas personal wish article.,9fe23eab-a333-4b43-a913-577d077cc216,226.55,127,c795f06e-026e-4497-a01a-35ffd43625f4,7.71,81x39x70 cm,RoyalBlue,5 years,2022-09-11
eb6c7e5b-6871-46e3-954b-b146659149d7,Whose,Heavy amount middle us nearly drop quickly.,89640938-59ba-458a-b0fa-0c0a0054f86a,429.97,779,87f90060-8eae-4956-a743-c5936dc4c43d,4.77,87x64x98 cm,SteelBlue,2 years,2022-01-12
ce2801d7-09e6-4103-abaa-aa58d87e6d8d,Artist,Kind by us analysis collection.,5fd7d292-c992-450c-b6fc-c17eeedcd32f,764.38,296,5b568c8d-6562-4606-9969-cdbeaca713a4,6.36,3x16x35 cm,LavenderBlush,1 years,2024-01-08
58e012b7-d567-4bf4-891d-0ea9748dd39a,Beyond,Quickly involve of service drive attack.,9fe23eab-a333-4b43-a913-577d077cc216,264.01,548,f01765fc-7b87-455e-9a6b-d8311b83d5a1,8.92,91x51x57 cm,OldLace,1 years,2024-02-11
c2eb0730-5898-40ad-bc73-5c6746c9dde0,Including,Eye remain ten page.,cf5f7cb6-3ea8-4f13-8fb5-82f6568bffe5,360.28,902,61dfc76d-5068-410b-9c35-cc0c3d180830,7.58,26x77x11 cm,AntiqueWhite,1 years,2021-10-21
327c7813-3e3c-45e8-937a-9641f1d04795,Teacher,Discuss according structure follow attention.,50675f88-c045-4ca6-882b-29c017ea798e,794.31,322,db8dd6df-d5ae-4bc7-9a0b-ee3ddb359bca,5.38,16x68x32 cm,Aqua,2 years,2023-02-11
ed9c26ff-ae3d-48ed-b7ff-1bae52e6a2da,Little,Anyone nor even common over next education.,50675f88-c045-4ca6-882b-29c017ea798e,420.68,306,01716a6b-e419-4aa9-bb17-8ec531bc0b22,2.9,18x74x67 cm,DarkCyan,2 years,2020-11-23
114c3dcc-1378-4cbe-9428-158878ebd183,Involve,More understand as girl people system.,5fd7d292-c992-450c-b6fc-c17eeedcd32f,114.25,988,b0de3479-dbd1-47c6-909e-e6dab0a7b300,6.38,52x95x100 cm,Pink,3 years,2023-10-17
fce8448d-4915-49d2-aeb8-6e516ffd3978,List,Important word effect six too trip.,f339f62b-efdf-4e3e-ac65-80ae6674cc61,447.94,591,0a02666f-83c9-4008-835e-b050c22f3721,6.33,21x16x90 cm,Yellow,1 years,2024-07-06
5e788465-6a9c-4f9e-92a6-bc658f74eadd,Visit,Party industry relate affect contain tell tough.,caaf97e8-3085-46e3-87ec-d7daf1d7fe0f,407.2,489,85afc9e6-15aa-4344-91bd-64c9ac5e8804,1.48,86x39x46 cm,Violet,4 years,2022-07-21
9925b5f0-e00b-44b1-9076-f6069afb8bc7,Also,Quickly trouble air easy dark deal.,f52b037c-6409-4bd2-969e-a0cb44b2886b,225.83,510,6ae8c3a4-b423-4447-882c-4e4c8307709c,6.98,41x64x84 cm,BlueViolet,1 years,2021-11-02
b7a52e53-13bf-489b-a5e4-b6d206a15be3,Race,Onto control nearly evidence something really manage read.,deb9a8f1-fd9a-4034-aa9f-6e384bfdd556,307.18,773,0ba0742f-e9d2-429a-abb5-5f35f648cddd,5.01,80x28x4 cm,Peru,3 years,2020-01-23
73899651-abd6-43d7-becc-75f9e9a50f99,Her,Only four a decision.,186db6f5-0f28-44da-b9ed-3f683fc30f9d,397.06,20,b385e27e-f03d-4339-9d3b-4c160ebfc289,8.48,9x88x11 cm,Fuchsia,4 years,2023-05-04
21358dd3-1a73-41fb-aae3-1ea4e898aa37,Policy,Nor make development low operation training issue.,9fe23eab-a333-4b43-a913-577d077cc216,367.67,128,6f04f1e0-d763-45c0-aafc-771b02f19f31,6.25,35x82x90 cm,LightYellow,3 years,2023-09-16
6358ffc7-1b56-4dc9-b43f-594c409bc461,Your,Exist page school another sell.,3b980e87-bb4a-4d27-95c1-e8f07e5752cc,149.27,596,5d776bbd-55ce-4091-a047-1d98f8932cda,2.95,14x56x59 cm,Orange,3 years,2024-06-14
ad43078d-4279-476c-974a-f0972f0a2508,Rate,Yet yes responsibility heavy the prevent.,caaf97e8-3085-46e3-87ec-d7daf1d7fe0f,176.57,441,e7083f3d-e1d2-49ee-a5da-af689a1a0f78,6.52,88x56x19 cm,MediumOrchid,4 years,2024-03-23
9fbd8788-663e-43d5-bba5-2cd4fc787a6a,Ten,Guy former opportunity article alone.,89640938-59ba-458a-b0fa-0c0a0054f86a,528.92,142,45558eb9-cdea-4dba-98e4-0b7b07db0384,2.17,24x57x45 cm,Purple,4 years,2023-06-25
c2a9d07b-4f6e-4496-bb97-6e11d038bbb6,Model,Executive success top ten bed.,f52b037c-6409-4bd2-969e-a0cb44b2886b,808.78,408,5d56089c-26ce-4b37-8f98-a0eade61e6ad,7.32,26x57x27 cm,DarkMagenta,5 years,2022-01-06
bb5b3300-f642-45b3-8dcc-e45cba1cdade,Night,Food clearly society should think stay special.,77a095b0-ef54-4826-b3bb-b9e9ae20ef26,906.76,44,37b98643-ab29-4d43-ae6b-b5833b04a18c,2.42,11x24x47 cm,DarkGoldenRod,1 years,2021-04-22
cf746b47-fae8-4278-ac2f-59a743fe4466,Try,Take body suggest ten.,7647c201-34e4-4279-b121-de6c851d13fb,240.73,314,af523c4d-6980-471c-a5d8-4118488302d2,6.16,91x66x97 cm,SlateBlue,3 years,2023-04-14
3cc804fb-faad-46f9-ad99-bc45161fd28b,Contain,Many agency show cover form operation.,4db3f4af-b967-4d74-bdad-43240bd3ebcd,417.32,65,b42358a1-1a77-4cc0-981d-596735f4223c,6.36,67x86x84 cm,LawnGreen,5 years,2021-06-11
64b3f2ff-e64f-4c46-82b9-a20a8ff7efb0,Image,Operation environmental teacher mission practice take ball.,f52b037c-6409-4bd2-969e-a0cb44b2886b,585.15,511,a9714189-bb23-461c-9762-ae0c22967d50,2.62,61x28x44 cm,LightGray,3 years,2023-03-08
2cbb41dc-8a17-4915-82cb-50a74e1230aa,Detail,Raise issue seek begin phone long scientist agent.,77a095b0-ef54-4826-b3bb-b9e9ae20ef26,53.37,176,1a762210-eb5d-4aa8-af66-2fbfb6ff75ce,3.56,38x84x1 cm,Cornsilk,2 years,2022-06-29
39cb68d4-a5a5-46c0-bbac-859faf3ef67c,Report,Not item education shake.,50675f88-c045-4ca6-882b-29c017ea798e,788.81,706,0a86be46-f50d-406b-819f-ddc22d79379d,2.3,78x51x72 cm,OldLace,2 years,2021-10-13
9ee447f3-47d7-40d0-aba8-84643424efc7,Nor,Unit charge lead music see business.,deb9a8f1-fd9a-4034-aa9f-6e384bfdd556,200.92,632,f1e303d6-93cc-4f78-98a5-9e21f6c894e1,1.11,11x41x42 cm,Gainsboro,5 years,2024-05-30
4ff40289-f96a-4db7-b751-a31b77ef65dd,Three,Language company sea television.,deb9a8f1-fd9a-4034-aa9f-6e384bfdd556,894.54,271,35224652-1d89-47cd-ae92-eb1fd4f200a2,0.39,6x25x48 cm,DimGray,1 years,2020-01-13
6d891455-a55c-4f71-95e6-8cd9ee77bb33,Same,Job successful animal no take.,069354c7-29a4-4657-9862-218627619c15,871.25,364,09d04ae0-f841-419e-ad83-34a79891c004,1.96,26x33x87 cm,Snow,3 years,2021-07-10
162278ec-feab-4ae5-afed-1b9e335c9118,Within,Least sort rise actually born.,f339f62b-efdf-4e3e-ac65-80ae6674cc61,521.73,403,b01cfb35-850b-43f5-97ae-5590ed334b9c,2.62,45x92x31 cm,LightGray,1 years,2021-10-28
46d95312-cdab-4308-8aa2-a89ae789e80a,Us,Hit truth become build identify seat run debate.,f339f62b-efdf-4e3e-ac65-80ae6674cc61,934.84,84,ae0a9460-2d20-4214-a8fb-c67791b920ce,0.19,64x93x57 cm,Magenta,1 years,2020-02-16
f9866e1a-3375-4ce0-9c96-84855db45cad,Business,Sound detail tell hospital also billion.,f52b037c-6409-4bd2-969e-a0cb44b2886b,979.1,481,53b4e922-3531-46e4-9ef5-96b764bf2431,4.46,11x11x31 cm,Crimson,1 years,2023-10-17
b1767e9a-c927-40b1-a668-d2f6fdfa6fda,Want,Democratic perform tonight realize rate staff.,89640938-59ba-458a-b0fa-0c0a0054f86a,419.87,951,a6f56640-90cc-4e49-943e-5109c7611c81,2.21,79x10x55 cm,Cyan,5 years,2023-07-18
cae024a9-1d09-4085-a93e-26d47c4f8150,Full,Prepare finish nothing share toward.,caaf97e8-3085-46e3-87ec-d7daf1d7fe0f,48.96,194,2e7ebabe-7d1c-41b2-8d3d-421804bef8d6,2.57,29x17x36 cm,LawnGreen,3 years,2021-08-13
4e8a344d-b39a-4799-83fe-6fcb6e6554bd,Why,Important center tend sea development view.,2eb83a97-eea8-4111-8928-417d71c55d2d,994.72,119,0694eadd-190c-45e4-96fa-d2d2591fd448,5.61,37x79x70 cm,PowderBlue,2 years,2022-06-16
ecc4a550-7ac8-4060-8b98-059de84e2314,It,Social artist hot.,f339f62b-efdf-4e3e-ac65-80ae6674cc61,779.69,536,6988d694-d836-4280-a407-316e1342b8bc,6.09,69x82x34 cm,Bisque,3 years,2023-06-04
2e67a2c0-5e6f-4ea3-bf3d-4ea16f9665ce,Blue,Both after analysis.,3b980e87-bb4a-4d27-95c1-e8f07e5752cc,26.39,639,eb1181fa-dd9a-4d08-84c9-e2024de7e680,7.86,13x23x94 cm,OliveDrab,4 years,2021-03-20
13d2ae3f-4c14-435b-8458-e94cb12ee57a,Method,Skill before any impact.,3b980e87-bb4a-4d27-95c1-e8f07e5752cc,225.88,910,380d174d-4ff2-49f0-9bbd-d84bdc653dba,7.39,85x1x95 cm,LightBlue,5 years,2022-01-03
cda9f719-46fc-4fc8-a8a4-f3e9c8fd728c,Tax,Authority probably design.,f76201b2-494c-4d4d-a5d2-3a121dfaa9c0,433.99,60,1dee0fcd-cde7-4d90-bb27-86e3f74a5a6c,1.31,83x35x16 cm,HoneyDew,5 years,2023-09-28
bf27e176-3b80-40f8-860b-4c7010615caf,Tough,Much region give project particular itself.,4db3f4af-b967-4d74-bdad-43240bd3ebcd,237.27,743,25c10fe9-1769-4339-93bb-34b94a2cf269,7.06,85x37x29 cm,Olive,2 years,2024-02-11
249324d2-31c4-4ed7-b2a5-8b9a898687a3,Keep,Statement account soon I within candidate.,50675f88-c045-4ca6-882b-29c017ea798e,522.97,700,a235a9f2-6a46-4ae0-900c-3b671cc56bef,3.34,48x81x62 cm,SlateGray,3 years,2022-04-10
51e3eb45-149a-456f-9f77-30e3c65b4331,Record,Must and speech country admit follow break.,e916dafb-0783-4fb4-957e-a6a7e13edb23,179.67,839,01314ea1-c733-420c-8d04-4deb17631917,0.25,65x42x47 cm,LawnGreen,5 years,2022-09-13
fbbcc545-14b5-42d0-9dfa-6c1bdfc6e253,Which,Push first crime onto star board.,9fe23eab-a333-4b43-a913-577d077cc216,813.88,907,3ea9cd5f-3c02-4d00-9abb-ab91c545a4a4,4.02,23x66x10 cm,LightBlue,2 years,2022-07-19
6d4833ca-624d-495f-89f6-4b904d12d995,Across,Onto gun TV from.,069354c7-29a4-4657-9862-218627619c15,783.63,803,3619cc74-0fc5-4a3a-b442-070cdd27cb75,5.02,99x90x28 cm,PaleTurquoise,2 years,2023-10-04
08c65ae3-4c8d-4322-a2be-1f75f664f7a3,Cover,Beat half gun some although middle.,89640938-59ba-458a-b0fa-0c0a0054f86a,818.01,788,3b08943e-4258-415d-9d74-a9958a66a133,3.91,78x76x17 cm,DarkGray,4 years,2023-03-10
